,Audio file name,Iterations,Tracks,Correlations,Tracks removed
106,pop_audio9,iteration2,"['piano track 7', 'piano track 6', 'piano track 4', 'MADONNA', 'piano track 5', 'Sequenciada Por:', 'piano track 1', 'fabriciaviana@zipmai', 'piano track 2', 'piano track 3', 'Fabrícia Viana', 'piano track 10', '(085) 232 5206', 'Beautiful Stranger', 'e-mail:', 'piano track 8', 'piano track 9', 'l.com.br']","[-0.056, 0.106, 0.218, -0.193, 0.005, -0.168, 0.062, 0.379, 0.081, 0.127, 0.671, -0.757, 0.432, 0.217, 0.204, 0.055, 0.094, 0.406]",['Fabrícia Viana']
107,pop_audio9,iteration3,"['piano track 7', 'piano track 6', 'piano track 4', 'MADONNA', 'piano track 5', 'Sequenciada Por:', 'piano track 1', 'fabriciaviana@zipmai', 'piano track 2', 'piano track 3', 'piano track 10', '(085) 232 5206', 'Beautiful Stranger', 'e-mail:', 'piano track 8', 'piano track 9', 'l.com.br']","[-0.056, 0.106, 0.22, -0.193, 0.005, -0.166, 0.062, 0.379, 0.081, 0.127, -0.757, 0.346, 0.217, 0.204, 0.055, 0.088, 0.406]",['l.com.br']
108,pop_audio40,initial iteration,"['Guitar3', 'Drums', 'Piano', 'Guitar2', 'Guitar1', 'Strings', 'Piano2', 'Melody', 'Bass', 'Slap Bass']","[0.168, -0.163, 0.519, -0.011, -0.068, -0.283, 0.548, 0.24, 0.202, -0.084]",['Piano2']
109,pop_audio40,iteration1,"['Guitar3', 'Drums', 'Piano', 'Guitar2', 'Guitar1', 'Strings', 'Melody', 'Bass', 'Slap Bass']","[-0.181, -0.19, 0.373, -0.088, -0.128, -0.35, 0.098, 0.139, 0.047]",['Piano']
110,pop_audio40,iteration2,"['Guitar3', 'Drums', 'Guitar2', 'Guitar1', 'Strings', 'Melody', 'Bass', 'Slap Bass']","[-0.186, -0.085, -0.017, -0.05, -0.18, 0.077, 0.093, -0.255]",['Bass']
111,pop_audio40,iteration3,"['Guitar3', 'Drums', 'Guitar2', 'Guitar1', 'Strings', 'Melody', 'Slap Bass']","[-0.164, -0.008, 0.063, -0.15, 0.049, 0.705, -0.091]",['Melody']
112,pop_audio45,initial iteration,"['reverse cymbal', 'Piano', 'Background Voices', 'Guitar2', 'Percussion2', 'pads', 'Aaron', 'Calliope leads', 'Bass', 'Cello', 'Guitar', 'Aaron2']","[0.2, 0.526, 0.269, 0.271, 0.142, -0.141, -0.009, 0.114, -0.192, 0.053, 0.24, -0.218]",['Piano']
113,pop_audio45,iteration1,"['reverse cymbal', 'Background Voices', 'Guitar2', 'Percussion2', 'pads', 'Aaron', 'Calliope leads', 'Bass', 'Cello', 'Guitar', 'Aaron2']","[0.626, 0.263, 0.453, -0.354, -0.181, -0.073, 0.219, -0.233, 0.026, 0.253, -0.024]",['reverse cymbal']
114,pop_audio45,iteration2,"['Background Voices', 'Guitar2', 'Percussion2', 'pads', 'Aaron', 'Calliope leads', 'Bass', 'Cello', 'Guitar', 'Aaron2']","[0.153, 0.458, -0.3, -0.209, -0.081, 0.219, -0.149, 0.026, 0.282, -0.024]",['Guitar2']
115,pop_audio45,iteration3,"['Background Voices', 'Percussion2', 'pads', 'Aaron', 'Calliope leads', 'Bass', 'Cello', 'Guitar', 'Aaron2']","[0.312, -0.252, -0.039, 0.178, 0.064, -0.016, -0.013, 0.201, 0.439]",['Aaron2']
116,pop_audio46,initial iteration,"['Organ', '12 String', '6 String', 'Syn Vox', 'Chips', 'Brass', 'Strings', 'Melody', 'Bass', 'Kick', 'Solo Organ']","[-0.068, 0.153, -0.032, -0.005, -0.201, 0.402, 0.309, 0.488, 0.115, -0.067, 0.139]",['Melody']
117,pop_audio46,iteration1,"['Organ', '12 String', '6 String', 'Syn Vox', 'Chips', 'Brass', 'Strings', 'Bass', 'Kick', 'Solo Organ']","[-0.17, 0.138, -0.08, -0.038, -0.041, 0.438, 0.399, 0.052, 0.094, 0.001]",['Brass']
118,pop_audio46,iteration2,"['Organ', '12 String', '6 String', 'Syn Vox', 'Chips', 'Strings', 'Bass', 'Kick', 'Solo Organ']","[0.124, -0.054, 0.35, 0.091, 0.125, -0.015, 0.243, -0.111, -0.01]",['6 String']
119,pop_audio46,iteration3,"['Organ', '12 String', 'Syn Vox', 'Chips', 'Strings', 'Bass', 'Kick', 'Solo Organ']","[0.19, 0.081, 0.125, 0.069, 0.026, 0.196, -0.072, -0.13]",['Bass']
